system:index,NDWI_mean,NDWI_stdDev,date,feature_id,.geo
00000000000000000000_20200105T112349_20200105T112437_T29TPE,0.1393843942295791,0.12646636403149114,2020-01-05,00000000000000000000,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000000_20200110T112431_20200110T112436_T29TPE,0.12530926351901767,0.11285324770739794,2020-01-10,00000000000000000000,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000000_20200120T112401_20200120T112435_T29TPE,0.17807310022277353,0.13228061338445926,2020-01-20,00000000000000000000,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000000_20200219T112111_20200219T112435_T29TPE,0.06418823675450645,0.07679109488215365,2020-02-19,00000000000000000000,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000000_20200224T112109_20200224T112421_T29TPE,0.03669239125499897,0.09109006788274121,2020-02-24,00000000000000000000,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000000_20200310T112111_20200310T112439_T29TPE,0.008111195748676915,0.07582996133248292,2020-03-10,00000000000000000000,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000000_20200315T112109_20200315T112755_T29TPE,0.020881498169305724,0.08141240831422986,2020-03-15,00000000000000000000,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000000_20200325T112109_20200325T112516_T29TPE,0.030645015027001066,0.07095821103423522,2020-03-25,00000000000000000000,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000000_20200524T112119_20200524T112114_T29TPE,-0.008253677030260935,0.06583212041815124,2020-05-24,00000000000000000000,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000000_20200529T112121_20200529T112609_T29TPE,-0.014097603689422327,0.07340474074540382,2020-05-29,00000000000000000000,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000000_20200608T112121_20200608T112449_T29TPE,0.12498267529320392,0.05042400020781289,2020-06-08,00000000000000000000,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000000_20200618T112121_20200618T112536_T29TPE,-0.013184759855043011,0.10186633206095948,2020-06-18,00000000000000000000,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000000_20200623T112119_20200623T112637_T29TPE,-0.028537614877778807,0.08193379073095652,2020-06-23,00000000000000000000,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000000_20200628T112121_20200628T112608_T29TPE,-0.020333401417132514,0.08424007893378384,2020-06-28,00000000000000000000,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000000_20200703T112119_20200703T112730_T29TPE,-0.008159841583418788,0.07968161816783563,2020-07-03,00000000000000000000,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000000_20200708T112121_20200708T112447_T29TPE,-0.0040467564308128805,0.07295820639093215,2020-07-08,00000000000000000000,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000000_20200713T112119_20200713T112115_T29TPE,-0.04604301904556352,0.0746416010994573,2020-07-13,00000000000000000000,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000000_20200718T112121_20200718T112448_T29TPE,-0.020911638848155407,0.07320021612279583,2020-07-18,00000000000000000000,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000000_20200723T112119_20200723T112419_T29TPE,-0.03776731473869079,0.07824026409732941,2020-07-23,00000000000000000000,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000000_20200728T112121_20200728T112600_T29TPE,-0.015627670237613685,0.07558854364159823,2020-07-28,00000000000000000000,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000000_20200802T112119_20200802T112120_T29TPE,-0.0014736581874098798,0.08884467018462552,2020-08-02,00000000000000000000,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000000_20200807T112121_20200807T112449_T29TPE,-0.010060197010054147,0.07542232479897282,2020-08-07,00000000000000000000,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000000_20200822T112119_20200822T112117_T29TPE,-0.005244486906724204,0.07974045339459684,2020-08-22,00000000000000000000,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000000_20200827T112121_20200827T112452_T29TPE,-0.03461008435419686,0.06818177781605406,2020-08-27,00000000000000000000,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000000_20200901T112119_20200901T112648_T29TPE,-0.020088723009069605,0.05617996163271148,2020-09-01,00000000000000000000,"{""type"":""MultiPoint"",""coordinates"":[]}"
