system:index,NDWI_max,NDWI_mean,NDWI_median,NDWI_min,NDWI_pixelCount,NDWI_stdDev,date,feature_id,.geo
00000000000000000000_20170604T112121_20170604T112755_T29TPE,-0.029278743156391347,-0.16288948565352987,-0.15715250269641873,-0.39321629452872,2100,0.05236414172536715,2017-06-04,,"{""type"":""Polygon"",""coordinates"":[[[-7.1832595115972016,39.88285531462092],[-7.1832550719236945,39.88283748044243],[-7.1832372310164585,39.88264570471019],[-7.183205988886176,39.8823960592456],[-7.1832015492162125,39.882347001400916],[-7.183192669877163,39.88223998686825],[-7.183170307102541,39.88212405089778],[-7.183125746007677,39.88187874183716],[-7.18307674528069,39.88173604330866],[-7.183023222715418,39.881620165141264],[-7.182987541028948,39.88155321678611],[-7.182715489347285,39.88109399750034],[-7.182555004859123,39.880781792204964],[-7.182550565232218,39.8807773838364],[-7.182465801300848,39.88059904016387],[-7.182412279222801,39.88048308126222],[-7.182345438346557,39.88034039222044],[-7.182309757020438,39.88032254281429],[-7.182282954930811,39.88030913878036],[-7.182278515321904,39.88030917986974],[-7.1814982175115665,39.88029136263048],[-7.180677726597522,39.88028688214934],[-7.180098045126961,39.88028237920095],[-7.179121452256348,39.88027351219469],[-7.179081333247178,39.88028239970446],[-7.179018935081809,39.88030468950365],[-7.179001095300797,39.88030915179684],[-7.179001095300797,39.880282376554646],[-7.178992134306598,39.88025116069519],[-7.177966560538047,39.88024672441207],[-7.17734678451982,39.880237822397696],[-7.177195191416375,39.88025119633664],[-7.176802727999317,39.880242258087755],[-7.17544720957343,39.88023778837274],[-7.174885329773941,39.88023332694166],[-7.17451967884982,39.880224437373315],[-7.173627837643652,39.88020660474334],[-7.17362339860749,39.88023779244283],[-7.17362339860749,39.8802422420107],[-7.17362339860749,39.88026901747366],[-7.173681352713827,39.88035371712957],[-7.1737661055467505,39.88048304792654],[-7.174136191432054,39.88095129367023],[-7.174207545409334,39.88104047027201],[-7.174417168707971,39.88129016364014],[-7.1744483245404425,39.88133030892024],[-7.1747471417690445,39.881646916281895],[-7.175389253941128,39.882306874331825],[-7.1757726663168135,39.882685832123116],[-7.175870821552666,39.88279285922702],[-7.176338992765428,39.88279289341715],[-7.176611018593497,39.88280179967734],[-7.1774404205612665,39.882801773331025],[-7.1784303070233655,39.882810685794475],[-7.17897881613394,39.88281517550063],[-7.179099173049522,39.88282410848558],[-7.179250770455354,39.88281963047682],[-7.179540648010443,39.882819617374594],[-7.180517164769735,39.882824110329786],[-7.1814045758069165,39.882837475744],[-7.18197530717168,39.8828419001931],[-7.182505922333586,39.88284638945364],[-7.1832595115972016,39.88285531462092]]]}"
00000000000000000000_20170704T112111_20170704T112431_T29TPE,0.25181758096497026,-0.12834012323894406,-0.11517310464630469,-0.4093108626731187,2100,0.10188567258099276,2017-07-04,,"{""type"":""Polygon"",""coordinates"":[[[-7.1832595115972016,39.88285531462092],[-7.1832550719236945,39.88283748044243],[-7.1832372310164585,39.88264570471019],[-7.183205988886176,39.8823960592456],[-7.1832015492162125,39.882347001400916],[-7.183192669877163,39.88223998686825],[-7.183170307102541,39.88212405089778],[-7.183125746007677,39.88187874183716],[-7.18307674528069,39.88173604330866],[-7.183023222715418,39.881620165141264],[-7.182987541028948,39.88155321678611],[-7.182715489347285,39.88109399750034],[-7.182555004859123,39.880781792204964],[-7.182550565232218,39.8807773838364],[-7.182465801300848,39.88059904016387],[-7.182412279222801,39.88048308126222],[-7.182345438346557,39.88034039222044],[-7.182309757020438,39.88032254281429],[-7.182282954930811,39.88030913878036],[-7.182278515321904,39.88030917986974],[-7.1814982175115665,39.88029136263048],[-7.180677726597522,39.88028688214934],[-7.180098045126961,39.88028237920095],[-7.179121452256348,39.88027351219469],[-7.179081333247178,39.88028239970446],[-7.179018935081809,39.88030468950365],[-7.179001095300797,39.88030915179684],[-7.179001095300797,39.880282376554646],[-7.178992134306598,39.88025116069519],[-7.177966560538047,39.88024672441207],[-7.17734678451982,39.880237822397696],[-7.177195191416375,39.88025119633664],[-7.176802727999317,39.880242258087755],[-7.17544720957343,39.88023778837274],[-7.174885329773941,39.88023332694166],[-7.17451967884982,39.880224437373315],[-7.173627837643652,39.88020660474334],[-7.17362339860749,39.88023779244283],[-7.17362339860749,39.8802422420107],[-7.17362339860749,39.88026901747366],[-7.173681352713827,39.88035371712957],[-7.1737661055467505,39.88048304792654],[-7.174136191432054,39.88095129367023],[-7.174207545409334,39.88104047027201],[-7.174417168707971,39.88129016364014],[-7.1744483245404425,39.88133030892024],[-7.1747471417690445,39.881646916281895],[-7.175389253941128,39.882306874331825],[-7.1757726663168135,39.882685832123116],[-7.175870821552666,39.88279285922702],[-7.176338992765428,39.88279289341715],[-7.176611018593497,39.88280179967734],[-7.1774404205612665,39.882801773331025],[-7.1784303070233655,39.882810685794475],[-7.17897881613394,39.88281517550063],[-7.179099173049522,39.88282410848558],[-7.179250770455354,39.88281963047682],[-7.179540648010443,39.882819617374594],[-7.180517164769735,39.882824110329786],[-7.1814045758069165,39.882837475744],[-7.18197530717168,39.8828419001931],[-7.182505922333586,39.88284638945364],[-7.1832595115972016,39.88285531462092]]]}"
00000000000000000000_20170714T112111_20170714T112114_T29TPE,0.31644454235047914,-0.09339232430392777,-0.08029357313137309,-0.3888153540701522,2100,0.12336327394301425,2017-07-14,,"{""type"":""Polygon"",""coordinates"":[[[-7.1832595115972016,39.88285531462092],[-7.1832550719236945,39.88283748044243],[-7.1832372310164585,39.88264570471019],[-7.183205988886176,39.8823960592456],[-7.1832015492162125,39.882347001400916],[-7.183192669877163,39.88223998686825],[-7.183170307102541,39.88212405089778],[-7.183125746007677,39.88187874183716],[-7.18307674528069,39.88173604330866],[-7.183023222715418,39.881620165141264],[-7.182987541028948,39.88155321678611],[-7.182715489347285,39.88109399750034],[-7.182555004859123,39.880781792204964],[-7.182550565232218,39.8807773838364],[-7.182465801300848,39.88059904016387],[-7.182412279222801,39.88048308126222],[-7.182345438346557,39.88034039222044],[-7.182309757020438,39.88032254281429],[-7.182282954930811,39.88030913878036],[-7.182278515321904,39.88030917986974],[-7.1814982175115665,39.88029136263048],[-7.180677726597522,39.88028688214934],[-7.180098045126961,39.88028237920095],[-7.179121452256348,39.88027351219469],[-7.179081333247178,39.88028239970446],[-7.179018935081809,39.88030468950365],[-7.179001095300797,39.88030915179684],[-7.179001095300797,39.880282376554646],[-7.178992134306598,39.88025116069519],[-7.177966560538047,39.88024672441207],[-7.17734678451982,39.880237822397696],[-7.177195191416375,39.88025119633664],[-7.176802727999317,39.880242258087755],[-7.17544720957343,39.88023778837274],[-7.174885329773941,39.88023332694166],[-7.17451967884982,39.880224437373315],[-7.173627837643652,39.88020660474334],[-7.17362339860749,39.88023779244283],[-7.17362339860749,39.8802422420107],[-7.17362339860749,39.88026901747366],[-7.173681352713827,39.88035371712957],[-7.1737661055467505,39.88048304792654],[-7.174136191432054,39.88095129367023],[-7.174207545409334,39.88104047027201],[-7.174417168707971,39.88129016364014],[-7.1744483245404425,39.88133030892024],[-7.1747471417690445,39.881646916281895],[-7.175389253941128,39.882306874331825],[-7.1757726663168135,39.882685832123116],[-7.175870821552666,39.88279285922702],[-7.176338992765428,39.88279289341715],[-7.176611018593497,39.88280179967734],[-7.1774404205612665,39.882801773331025],[-7.1784303070233655,39.882810685794475],[-7.17897881613394,39.88281517550063],[-7.179099173049522,39.88282410848558],[-7.179250770455354,39.88281963047682],[-7.179540648010443,39.882819617374594],[-7.180517164769735,39.882824110329786],[-7.1814045758069165,39.882837475744],[-7.18197530717168,39.8828419001931],[-7.182505922333586,39.88284638945364],[-7.1832595115972016,39.88285531462092]]]}"
00000000000000000000_20170724T112121_20170724T112433_T29TPE,0.32931544234705484,-0.10278811775499173,-0.09531049260273967,-0.4025931396684721,2100,0.12438476929864592,2017-07-24,,"{""type"":""Polygon"",""coordinates"":[[[-7.1832595115972016,39.88285531462092],[-7.1832550719236945,39.88283748044243],[-7.1832372310164585,39.88264570471019],[-7.183205988886176,39.8823960592456],[-7.1832015492162125,39.882347001400916],[-7.183192669877163,39.88223998686825],[-7.183170307102541,39.88212405089778],[-7.183125746007677,39.88187874183716],[-7.18307674528069,39.88173604330866],[-7.183023222715418,39.881620165141264],[-7.182987541028948,39.88155321678611],[-7.182715489347285,39.88109399750034],[-7.182555004859123,39.880781792204964],[-7.182550565232218,39.8807773838364],[-7.182465801300848,39.88059904016387],[-7.182412279222801,39.88048308126222],[-7.182345438346557,39.88034039222044],[-7.182309757020438,39.88032254281429],[-7.182282954930811,39.88030913878036],[-7.182278515321904,39.88030917986974],[-7.1814982175115665,39.88029136263048],[-7.180677726597522,39.88028688214934],[-7.180098045126961,39.88028237920095],[-7.179121452256348,39.88027351219469],[-7.179081333247178,39.88028239970446],[-7.179018935081809,39.88030468950365],[-7.179001095300797,39.88030915179684],[-7.179001095300797,39.880282376554646],[-7.178992134306598,39.88025116069519],[-7.177966560538047,39.88024672441207],[-7.17734678451982,39.880237822397696],[-7.177195191416375,39.88025119633664],[-7.176802727999317,39.880242258087755],[-7.17544720957343,39.88023778837274],[-7.174885329773941,39.88023332694166],[-7.17451967884982,39.880224437373315],[-7.173627837643652,39.88020660474334],[-7.17362339860749,39.88023779244283],[-7.17362339860749,39.8802422420107],[-7.17362339860749,39.88026901747366],[-7.173681352713827,39.88035371712957],[-7.1737661055467505,39.88048304792654],[-7.174136191432054,39.88095129367023],[-7.174207545409334,39.88104047027201],[-7.174417168707971,39.88129016364014],[-7.1744483245404425,39.88133030892024],[-7.1747471417690445,39.881646916281895],[-7.175389253941128,39.882306874331825],[-7.1757726663168135,39.882685832123116],[-7.175870821552666,39.88279285922702],[-7.176338992765428,39.88279289341715],[-7.176611018593497,39.88280179967734],[-7.1774404205612665,39.882801773331025],[-7.1784303070233655,39.882810685794475],[-7.17897881613394,39.88281517550063],[-7.179099173049522,39.88282410848558],[-7.179250770455354,39.88281963047682],[-7.179540648010443,39.882819617374594],[-7.180517164769735,39.882824110329786],[-7.1814045758069165,39.882837475744],[-7.18197530717168,39.8828419001931],[-7.182505922333586,39.88284638945364],[-7.1832595115972016,39.88285531462092]]]}"
00000000000000000000_20170803T112121_20170803T112850_T29TPE,0.2395163365063031,-0.12962678779896492,-0.11923492891307276,-0.4127878885488806,2100,0.11523380010812065,2017-08-03,,"{""type"":""Polygon"",""coordinates"":[[[-7.1832595115972016,39.88285531462092],[-7.1832550719236945,39.88283748044243],[-7.1832372310164585,39.88264570471019],[-7.183205988886176,39.8823960592456],[-7.1832015492162125,39.882347001400916],[-7.183192669877163,39.88223998686825],[-7.183170307102541,39.88212405089778],[-7.183125746007677,39.88187874183716],[-7.18307674528069,39.88173604330866],[-7.183023222715418,39.881620165141264],[-7.182987541028948,39.88155321678611],[-7.182715489347285,39.88109399750034],[-7.182555004859123,39.880781792204964],[-7.182550565232218,39.8807773838364],[-7.182465801300848,39.88059904016387],[-7.182412279222801,39.88048308126222],[-7.182345438346557,39.88034039222044],[-7.182309757020438,39.88032254281429],[-7.182282954930811,39.88030913878036],[-7.182278515321904,39.88030917986974],[-7.1814982175115665,39.88029136263048],[-7.180677726597522,39.88028688214934],[-7.180098045126961,39.88028237920095],[-7.179121452256348,39.88027351219469],[-7.179081333247178,39.88028239970446],[-7.179018935081809,39.88030468950365],[-7.179001095300797,39.88030915179684],[-7.179001095300797,39.880282376554646],[-7.178992134306598,39.88025116069519],[-7.177966560538047,39.88024672441207],[-7.17734678451982,39.880237822397696],[-7.177195191416375,39.88025119633664],[-7.176802727999317,39.880242258087755],[-7.17544720957343,39.88023778837274],[-7.174885329773941,39.88023332694166],[-7.17451967884982,39.880224437373315],[-7.173627837643652,39.88020660474334],[-7.17362339860749,39.88023779244283],[-7.17362339860749,39.8802422420107],[-7.17362339860749,39.88026901747366],[-7.173681352713827,39.88035371712957],[-7.1737661055467505,39.88048304792654],[-7.174136191432054,39.88095129367023],[-7.174207545409334,39.88104047027201],[-7.174417168707971,39.88129016364014],[-7.1744483245404425,39.88133030892024],[-7.1747471417690445,39.881646916281895],[-7.175389253941128,39.882306874331825],[-7.1757726663168135,39.882685832123116],[-7.175870821552666,39.88279285922702],[-7.176338992765428,39.88279289341715],[-7.176611018593497,39.88280179967734],[-7.1774404205612665,39.882801773331025],[-7.1784303070233655,39.882810685794475],[-7.17897881613394,39.88281517550063],[-7.179099173049522,39.88282410848558],[-7.179250770455354,39.88281963047682],[-7.179540648010443,39.882819617374594],[-7.180517164769735,39.882824110329786],[-7.1814045758069165,39.882837475744],[-7.18197530717168,39.8828419001931],[-7.182505922333586,39.88284638945364],[-7.1832595115972016,39.88285531462092]]]}"
00000000000000000000_20170813T112121_20170813T112433_T29TPE,0.14561747409689169,-0.16243831101759224,-0.15463552100522082,-0.40561438897293667,2100,0.0971881340714616,2017-08-13,,"{""type"":""Polygon"",""coordinates"":[[[-7.1832595115972016,39.88285531462092],[-7.1832550719236945,39.88283748044243],[-7.1832372310164585,39.88264570471019],[-7.183205988886176,39.8823960592456],[-7.1832015492162125,39.882347001400916],[-7.183192669877163,39.88223998686825],[-7.183170307102541,39.88212405089778],[-7.183125746007677,39.88187874183716],[-7.18307674528069,39.88173604330866],[-7.183023222715418,39.881620165141264],[-7.182987541028948,39.88155321678611],[-7.182715489347285,39.88109399750034],[-7.182555004859123,39.880781792204964],[-7.182550565232218,39.8807773838364],[-7.182465801300848,39.88059904016387],[-7.182412279222801,39.88048308126222],[-7.182345438346557,39.88034039222044],[-7.182309757020438,39.88032254281429],[-7.182282954930811,39.88030913878036],[-7.182278515321904,39.88030917986974],[-7.1814982175115665,39.88029136263048],[-7.180677726597522,39.88028688214934],[-7.180098045126961,39.88028237920095],[-7.179121452256348,39.88027351219469],[-7.179081333247178,39.88028239970446],[-7.179018935081809,39.88030468950365],[-7.179001095300797,39.88030915179684],[-7.179001095300797,39.880282376554646],[-7.178992134306598,39.88025116069519],[-7.177966560538047,39.88024672441207],[-7.17734678451982,39.880237822397696],[-7.177195191416375,39.88025119633664],[-7.176802727999317,39.880242258087755],[-7.17544720957343,39.88023778837274],[-7.174885329773941,39.88023332694166],[-7.17451967884982,39.880224437373315],[-7.173627837643652,39.88020660474334],[-7.17362339860749,39.88023779244283],[-7.17362339860749,39.8802422420107],[-7.17362339860749,39.88026901747366],[-7.173681352713827,39.88035371712957],[-7.1737661055467505,39.88048304792654],[-7.174136191432054,39.88095129367023],[-7.174207545409334,39.88104047027201],[-7.174417168707971,39.88129016364014],[-7.1744483245404425,39.88133030892024],[-7.1747471417690445,39.881646916281895],[-7.175389253941128,39.882306874331825],[-7.1757726663168135,39.882685832123116],[-7.175870821552666,39.88279285922702],[-7.176338992765428,39.88279289341715],[-7.176611018593497,39.88280179967734],[-7.1774404205612665,39.882801773331025],[-7.1784303070233655,39.882810685794475],[-7.17897881613394,39.88281517550063],[-7.179099173049522,39.88282410848558],[-7.179250770455354,39.88281963047682],[-7.179540648010443,39.882819617374594],[-7.180517164769735,39.882824110329786],[-7.1814045758069165,39.882837475744],[-7.18197530717168,39.8828419001931],[-7.182505922333586,39.88284638945364],[-7.1832595115972016,39.88285531462092]]]}"
00000000000000000000_20170902T112111_20170902T112431_T29TPE,0.17923944010900533,-0.1220337067860395,-0.10723548909172337,-0.3906869220607662,2100,0.10460078912012843,2017-09-02,,"{""type"":""Polygon"",""coordinates"":[[[-7.1832595115972016,39.88285531462092],[-7.1832550719236945,39.88283748044243],[-7.1832372310164585,39.88264570471019],[-7.183205988886176,39.8823960592456],[-7.1832015492162125,39.882347001400916],[-7.183192669877163,39.88223998686825],[-7.183170307102541,39.88212405089778],[-7.183125746007677,39.88187874183716],[-7.18307674528069,39.88173604330866],[-7.183023222715418,39.881620165141264],[-7.182987541028948,39.88155321678611],[-7.182715489347285,39.88109399750034],[-7.182555004859123,39.880781792204964],[-7.182550565232218,39.8807773838364],[-7.182465801300848,39.88059904016387],[-7.182412279222801,39.88048308126222],[-7.182345438346557,39.88034039222044],[-7.182309757020438,39.88032254281429],[-7.182282954930811,39.88030913878036],[-7.182278515321904,39.88030917986974],[-7.1814982175115665,39.88029136263048],[-7.180677726597522,39.88028688214934],[-7.180098045126961,39.88028237920095],[-7.179121452256348,39.88027351219469],[-7.179081333247178,39.88028239970446],[-7.179018935081809,39.88030468950365],[-7.179001095300797,39.88030915179684],[-7.179001095300797,39.880282376554646],[-7.178992134306598,39.88025116069519],[-7.177966560538047,39.88024672441207],[-7.17734678451982,39.880237822397696],[-7.177195191416375,39.88025119633664],[-7.176802727999317,39.880242258087755],[-7.17544720957343,39.88023778837274],[-7.174885329773941,39.88023332694166],[-7.17451967884982,39.880224437373315],[-7.173627837643652,39.88020660474334],[-7.17362339860749,39.88023779244283],[-7.17362339860749,39.8802422420107],[-7.17362339860749,39.88026901747366],[-7.173681352713827,39.88035371712957],[-7.1737661055467505,39.88048304792654],[-7.174136191432054,39.88095129367023],[-7.174207545409334,39.88104047027201],[-7.174417168707971,39.88129016364014],[-7.1744483245404425,39.88133030892024],[-7.1747471417690445,39.881646916281895],[-7.175389253941128,39.882306874331825],[-7.1757726663168135,39.882685832123116],[-7.175870821552666,39.88279285922702],[-7.176338992765428,39.88279289341715],[-7.176611018593497,39.88280179967734],[-7.1774404205612665,39.882801773331025],[-7.1784303070233655,39.882810685794475],[-7.17897881613394,39.88281517550063],[-7.179099173049522,39.88282410848558],[-7.179250770455354,39.88281963047682],[-7.179540648010443,39.882819617374594],[-7.180517164769735,39.882824110329786],[-7.1814045758069165,39.882837475744],[-7.18197530717168,39.8828419001931],[-7.182505922333586,39.88284638945364],[-7.1832595115972016,39.88285531462092]]]}"
00000000000000000000_20171002T112111_20171002T113001_T29TPE,-0.08548755560899361,-0.20744154044954768,-0.19437419516068802,-0.3851635892452219,2100,0.05120308956717427,2017-10-02,,"{""type"":""Polygon"",""coordinates"":[[[-7.1832595115972016,39.88285531462092],[-7.1832550719236945,39.88283748044243],[-7.1832372310164585,39.88264570471019],[-7.183205988886176,39.8823960592456],[-7.1832015492162125,39.882347001400916],[-7.183192669877163,39.88223998686825],[-7.183170307102541,39.88212405089778],[-7.183125746007677,39.88187874183716],[-7.18307674528069,39.88173604330866],[-7.183023222715418,39.881620165141264],[-7.182987541028948,39.88155321678611],[-7.182715489347285,39.88109399750034],[-7.182555004859123,39.880781792204964],[-7.182550565232218,39.8807773838364],[-7.182465801300848,39.88059904016387],[-7.182412279222801,39.88048308126222],[-7.182345438346557,39.88034039222044],[-7.182309757020438,39.88032254281429],[-7.182282954930811,39.88030913878036],[-7.182278515321904,39.88030917986974],[-7.1814982175115665,39.88029136263048],[-7.180677726597522,39.88028688214934],[-7.180098045126961,39.88028237920095],[-7.179121452256348,39.88027351219469],[-7.179081333247178,39.88028239970446],[-7.179018935081809,39.88030468950365],[-7.179001095300797,39.88030915179684],[-7.179001095300797,39.880282376554646],[-7.178992134306598,39.88025116069519],[-7.177966560538047,39.88024672441207],[-7.17734678451982,39.880237822397696],[-7.177195191416375,39.88025119633664],[-7.176802727999317,39.880242258087755],[-7.17544720957343,39.88023778837274],[-7.174885329773941,39.88023332694166],[-7.17451967884982,39.880224437373315],[-7.173627837643652,39.88020660474334],[-7.17362339860749,39.88023779244283],[-7.17362339860749,39.8802422420107],[-7.17362339860749,39.88026901747366],[-7.173681352713827,39.88035371712957],[-7.1737661055467505,39.88048304792654],[-7.174136191432054,39.88095129367023],[-7.174207545409334,39.88104047027201],[-7.174417168707971,39.88129016364014],[-7.1744483245404425,39.88133030892024],[-7.1747471417690445,39.881646916281895],[-7.175389253941128,39.882306874331825],[-7.1757726663168135,39.882685832123116],[-7.175870821552666,39.88279285922702],[-7.176338992765428,39.88279289341715],[-7.176611018593497,39.88280179967734],[-7.1774404205612665,39.882801773331025],[-7.1784303070233655,39.882810685794475],[-7.17897881613394,39.88281517550063],[-7.179099173049522,39.88282410848558],[-7.179250770455354,39.88281963047682],[-7.179540648010443,39.882819617374594],[-7.180517164769735,39.882824110329786],[-7.1814045758069165,39.882837475744],[-7.18197530717168,39.8828419001931],[-7.182505922333586,39.88284638945364],[-7.1832595115972016,39.88285531462092]]]}"
00000000000000000000_20171012T112111_20171012T112713_T29TPE,-0.0647859193608788,-0.18175818916953798,-0.17097733650082655,-0.35889520714865963,2100,0.048544720762445745,2017-10-12,,"{""type"":""Polygon"",""coordinates"":[[[-7.1832595115972016,39.88285531462092],[-7.1832550719236945,39.88283748044243],[-7.1832372310164585,39.88264570471019],[-7.183205988886176,39.8823960592456],[-7.1832015492162125,39.882347001400916],[-7.183192669877163,39.88223998686825],[-7.183170307102541,39.88212405089778],[-7.183125746007677,39.88187874183716],[-7.18307674528069,39.88173604330866],[-7.183023222715418,39.881620165141264],[-7.182987541028948,39.88155321678611],[-7.182715489347285,39.88109399750034],[-7.182555004859123,39.880781792204964],[-7.182550565232218,39.8807773838364],[-7.182465801300848,39.88059904016387],[-7.182412279222801,39.88048308126222],[-7.182345438346557,39.88034039222044],[-7.182309757020438,39.88032254281429],[-7.182282954930811,39.88030913878036],[-7.182278515321904,39.88030917986974],[-7.1814982175115665,39.88029136263048],[-7.180677726597522,39.88028688214934],[-7.180098045126961,39.88028237920095],[-7.179121452256348,39.88027351219469],[-7.179081333247178,39.88028239970446],[-7.179018935081809,39.88030468950365],[-7.179001095300797,39.88030915179684],[-7.179001095300797,39.880282376554646],[-7.178992134306598,39.88025116069519],[-7.177966560538047,39.88024672441207],[-7.17734678451982,39.880237822397696],[-7.177195191416375,39.88025119633664],[-7.176802727999317,39.880242258087755],[-7.17544720957343,39.88023778837274],[-7.174885329773941,39.88023332694166],[-7.17451967884982,39.880224437373315],[-7.173627837643652,39.88020660474334],[-7.17362339860749,39.88023779244283],[-7.17362339860749,39.8802422420107],[-7.17362339860749,39.88026901747366],[-7.173681352713827,39.88035371712957],[-7.1737661055467505,39.88048304792654],[-7.174136191432054,39.88095129367023],[-7.174207545409334,39.88104047027201],[-7.174417168707971,39.88129016364014],[-7.1744483245404425,39.88133030892024],[-7.1747471417690445,39.881646916281895],[-7.175389253941128,39.882306874331825],[-7.1757726663168135,39.882685832123116],[-7.175870821552666,39.88279285922702],[-7.176338992765428,39.88279289341715],[-7.176611018593497,39.88280179967734],[-7.1774404205612665,39.882801773331025],[-7.1784303070233655,39.882810685794475],[-7.17897881613394,39.88281517550063],[-7.179099173049522,39.88282410848558],[-7.179250770455354,39.88281963047682],[-7.179540648010443,39.882819617374594],[-7.180517164769735,39.882824110329786],[-7.1814045758069165,39.882837475744],[-7.18197530717168,39.8828419001931],[-7.182505922333586,39.88284638945364],[-7.1832595115972016,39.88285531462092]]]}"
00000000000000000000_20171022T112121_20171022T112802_T29TPE,-0.08571428571428573,-0.19023480250281832,-0.16502167519442992,-0.3792633015006821,2100,0.06611083269080355,2017-10-22,,"{""type"":""Polygon"",""coordinates"":[[[-7.1832595115972016,39.88285531462092],[-7.1832550719236945,39.88283748044243],[-7.1832372310164585,39.88264570471019],[-7.183205988886176,39.8823960592456],[-7.1832015492162125,39.882347001400916],[-7.183192669877163,39.88223998686825],[-7.183170307102541,39.88212405089778],[-7.183125746007677,39.88187874183716],[-7.18307674528069,39.88173604330866],[-7.183023222715418,39.881620165141264],[-7.182987541028948,39.88155321678611],[-7.182715489347285,39.88109399750034],[-7.182555004859123,39.880781792204964],[-7.182550565232218,39.8807773838364],[-7.182465801300848,39.88059904016387],[-7.182412279222801,39.88048308126222],[-7.182345438346557,39.88034039222044],[-7.182309757020438,39.88032254281429],[-7.182282954930811,39.88030913878036],[-7.182278515321904,39.88030917986974],[-7.1814982175115665,39.88029136263048],[-7.180677726597522,39.88028688214934],[-7.180098045126961,39.88028237920095],[-7.179121452256348,39.88027351219469],[-7.179081333247178,39.88028239970446],[-7.179018935081809,39.88030468950365],[-7.179001095300797,39.88030915179684],[-7.179001095300797,39.880282376554646],[-7.178992134306598,39.88025116069519],[-7.177966560538047,39.88024672441207],[-7.17734678451982,39.880237822397696],[-7.177195191416375,39.88025119633664],[-7.176802727999317,39.880242258087755],[-7.17544720957343,39.88023778837274],[-7.174885329773941,39.88023332694166],[-7.17451967884982,39.880224437373315],[-7.173627837643652,39.88020660474334],[-7.17362339860749,39.88023779244283],[-7.17362339860749,39.8802422420107],[-7.17362339860749,39.88026901747366],[-7.173681352713827,39.88035371712957],[-7.1737661055467505,39.88048304792654],[-7.174136191432054,39.88095129367023],[-7.174207545409334,39.88104047027201],[-7.174417168707971,39.88129016364014],[-7.1744483245404425,39.88133030892024],[-7.1747471417690445,39.881646916281895],[-7.175389253941128,39.882306874331825],[-7.1757726663168135,39.882685832123116],[-7.175870821552666,39.88279285922702],[-7.176338992765428,39.88279289341715],[-7.176611018593497,39.88280179967734],[-7.1774404205612665,39.882801773331025],[-7.1784303070233655,39.882810685794475],[-7.17897881613394,39.88281517550063],[-7.179099173049522,39.88282410848558],[-7.179250770455354,39.88281963047682],[-7.179540648010443,39.882819617374594],[-7.180517164769735,39.882824110329786],[-7.1814045758069165,39.882837475744],[-7.18197530717168,39.8828419001931],[-7.182505922333586,39.88284638945364],[-7.1832595115972016,39.88285531462092]]]}"
