system:index,NDVI_max,NDVI_mean,NDVI_median,NDVI_min,NDVI_pixelCount,NDVI_stdDev,date,feature_id,.geo
00000000000000000000_20170604T112121_20170604T112755_T29TPE,0.5473604445567062,0.17484307355884215,0.14372652967940083,0.08227465214761041,2100,0.07936595129753128,2017-06-04,,"{""type"":""Polygon"",""coordinates"":[[[-7.1832595115972016,39.88285531462092],[-7.1832550719236945,39.88283748044243],[-7.1832372310164585,39.88264570471019],[-7.183205988886176,39.8823960592456],[-7.1832015492162125,39.882347001400916],[-7.183192669877163,39.88223998686825],[-7.183170307102541,39.88212405089778],[-7.183125746007677,39.88187874183716],[-7.18307674528069,39.88173604330866],[-7.183023222715418,39.881620165141264],[-7.182987541028948,39.88155321678611],[-7.182715489347285,39.88109399750034],[-7.182555004859123,39.880781792204964],[-7.182550565232218,39.8807773838364],[-7.182465801300848,39.88059904016387],[-7.182412279222801,39.88048308126222],[-7.182345438346557,39.88034039222044],[-7.182309757020438,39.88032254281429],[-7.182282954930811,39.88030913878036],[-7.182278515321904,39.88030917986974],[-7.1814982175115665,39.88029136263048],[-7.180677726597522,39.88028688214934],[-7.180098045126961,39.88028237920095],[-7.179121452256348,39.88027351219469],[-7.179081333247178,39.88028239970446],[-7.179018935081809,39.88030468950365],[-7.179001095300797,39.88030915179684],[-7.179001095300797,39.880282376554646],[-7.178992134306598,39.88025116069519],[-7.177966560538047,39.88024672441207],[-7.17734678451982,39.880237822397696],[-7.177195191416375,39.88025119633664],[-7.176802727999317,39.880242258087755],[-7.17544720957343,39.88023778837274],[-7.174885329773941,39.88023332694166],[-7.17451967884982,39.880224437373315],[-7.173627837643652,39.88020660474334],[-7.17362339860749,39.88023779244283],[-7.17362339860749,39.8802422420107],[-7.17362339860749,39.88026901747366],[-7.173681352713827,39.88035371712957],[-7.1737661055467505,39.88048304792654],[-7.174136191432054,39.88095129367023],[-7.174207545409334,39.88104047027201],[-7.174417168707971,39.88129016364014],[-7.1744483245404425,39.88133030892024],[-7.1747471417690445,39.881646916281895],[-7.175389253941128,39.882306874331825],[-7.1757726663168135,39.882685832123116],[-7.175870821552666,39.88279285922702],[-7.176338992765428,39.88279289341715],[-7.176611018593497,39.88280179967734],[-7.1774404205612665,39.882801773331025],[-7.1784303070233655,39.882810685794475],[-7.17897881613394,39.88281517550063],[-7.179099173049522,39.88282410848558],[-7.179250770455354,39.88281963047682],[-7.179540648010443,39.882819617374594],[-7.180517164769735,39.882824110329786],[-7.1814045758069165,39.882837475744],[-7.18197530717168,39.8828419001931],[-7.182505922333586,39.88284638945364],[-7.1832595115972016,39.88285531462092]]]}"
00000000000000000000_20170704T112111_20170704T112431_T29TPE,0.7968426088343168,0.22710672768675366,0.20138006227591118,0.08649225840896953,2100,0.10663827806603841,2017-07-04,,"{""type"":""Polygon"",""coordinates"":[[[-7.1832595115972016,39.88285531462092],[-7.1832550719236945,39.88283748044243],[-7.1832372310164585,39.88264570471019],[-7.183205988886176,39.8823960592456],[-7.1832015492162125,39.882347001400916],[-7.183192669877163,39.88223998686825],[-7.183170307102541,39.88212405089778],[-7.183125746007677,39.88187874183716],[-7.18307674528069,39.88173604330866],[-7.183023222715418,39.881620165141264],[-7.182987541028948,39.88155321678611],[-7.182715489347285,39.88109399750034],[-7.182555004859123,39.880781792204964],[-7.182550565232218,39.8807773838364],[-7.182465801300848,39.88059904016387],[-7.182412279222801,39.88048308126222],[-7.182345438346557,39.88034039222044],[-7.182309757020438,39.88032254281429],[-7.182282954930811,39.88030913878036],[-7.182278515321904,39.88030917986974],[-7.1814982175115665,39.88029136263048],[-7.180677726597522,39.88028688214934],[-7.180098045126961,39.88028237920095],[-7.179121452256348,39.88027351219469],[-7.179081333247178,39.88028239970446],[-7.179018935081809,39.88030468950365],[-7.179001095300797,39.88030915179684],[-7.179001095300797,39.880282376554646],[-7.178992134306598,39.88025116069519],[-7.177966560538047,39.88024672441207],[-7.17734678451982,39.880237822397696],[-7.177195191416375,39.88025119633664],[-7.176802727999317,39.880242258087755],[-7.17544720957343,39.88023778837274],[-7.174885329773941,39.88023332694166],[-7.17451967884982,39.880224437373315],[-7.173627837643652,39.88020660474334],[-7.17362339860749,39.88023779244283],[-7.17362339860749,39.8802422420107],[-7.17362339860749,39.88026901747366],[-7.173681352713827,39.88035371712957],[-7.1737661055467505,39.88048304792654],[-7.174136191432054,39.88095129367023],[-7.174207545409334,39.88104047027201],[-7.174417168707971,39.88129016364014],[-7.1744483245404425,39.88133030892024],[-7.1747471417690445,39.881646916281895],[-7.175389253941128,39.882306874331825],[-7.1757726663168135,39.882685832123116],[-7.175870821552666,39.88279285922702],[-7.176338992765428,39.88279289341715],[-7.176611018593497,39.88280179967734],[-7.1774404205612665,39.882801773331025],[-7.1784303070233655,39.882810685794475],[-7.17897881613394,39.88281517550063],[-7.179099173049522,39.88282410848558],[-7.179250770455354,39.88281963047682],[-7.179540648010443,39.882819617374594],[-7.180517164769735,39.882824110329786],[-7.1814045758069165,39.882837475744],[-7.18197530717168,39.8828419001931],[-7.182505922333586,39.88284638945364],[-7.1832595115972016,39.88285531462092]]]}"
00000000000000000000_20170714T112111_20170714T112114_T29TPE,0.8536661466458657,0.26430907556128036,0.2247361578180065,0.11923307369682445,2100,0.12189426925352716,2017-07-14,,"{""type"":""Polygon"",""coordinates"":[[[-7.1832595115972016,39.88285531462092],[-7.1832550719236945,39.88283748044243],[-7.1832372310164585,39.88264570471019],[-7.183205988886176,39.8823960592456],[-7.1832015492162125,39.882347001400916],[-7.183192669877163,39.88223998686825],[-7.183170307102541,39.88212405089778],[-7.183125746007677,39.88187874183716],[-7.18307674528069,39.88173604330866],[-7.183023222715418,39.881620165141264],[-7.182987541028948,39.88155321678611],[-7.182715489347285,39.88109399750034],[-7.182555004859123,39.880781792204964],[-7.182550565232218,39.8807773838364],[-7.182465801300848,39.88059904016387],[-7.182412279222801,39.88048308126222],[-7.182345438346557,39.88034039222044],[-7.182309757020438,39.88032254281429],[-7.182282954930811,39.88030913878036],[-7.182278515321904,39.88030917986974],[-7.1814982175115665,39.88029136263048],[-7.180677726597522,39.88028688214934],[-7.180098045126961,39.88028237920095],[-7.179121452256348,39.88027351219469],[-7.179081333247178,39.88028239970446],[-7.179018935081809,39.88030468950365],[-7.179001095300797,39.88030915179684],[-7.179001095300797,39.880282376554646],[-7.178992134306598,39.88025116069519],[-7.177966560538047,39.88024672441207],[-7.17734678451982,39.880237822397696],[-7.177195191416375,39.88025119633664],[-7.176802727999317,39.880242258087755],[-7.17544720957343,39.88023778837274],[-7.174885329773941,39.88023332694166],[-7.17451967884982,39.880224437373315],[-7.173627837643652,39.88020660474334],[-7.17362339860749,39.88023779244283],[-7.17362339860749,39.8802422420107],[-7.17362339860749,39.88026901747366],[-7.173681352713827,39.88035371712957],[-7.1737661055467505,39.88048304792654],[-7.174136191432054,39.88095129367023],[-7.174207545409334,39.88104047027201],[-7.174417168707971,39.88129016364014],[-7.1744483245404425,39.88133030892024],[-7.1747471417690445,39.881646916281895],[-7.175389253941128,39.882306874331825],[-7.1757726663168135,39.882685832123116],[-7.175870821552666,39.88279285922702],[-7.176338992765428,39.88279289341715],[-7.176611018593497,39.88280179967734],[-7.1774404205612665,39.882801773331025],[-7.1784303070233655,39.882810685794475],[-7.17897881613394,39.88281517550063],[-7.179099173049522,39.88282410848558],[-7.179250770455354,39.88281963047682],[-7.179540648010443,39.882819617374594],[-7.180517164769735,39.882824110329786],[-7.1814045758069165,39.882837475744],[-7.18197530717168,39.8828419001931],[-7.182505922333586,39.88284638945364],[-7.1832595115972016,39.88285531462092]]]}"
00000000000000000000_20170724T112121_20170724T112433_T29TPE,0.8839796567069295,0.2551410833971595,0.21310622096876355,0.11660995978966898,2100,0.12241399248672678,2017-07-24,,"{""type"":""Polygon"",""coordinates"":[[[-7.1832595115972016,39.88285531462092],[-7.1832550719236945,39.88283748044243],[-7.1832372310164585,39.88264570471019],[-7.183205988886176,39.8823960592456],[-7.1832015492162125,39.882347001400916],[-7.183192669877163,39.88223998686825],[-7.183170307102541,39.88212405089778],[-7.183125746007677,39.88187874183716],[-7.18307674528069,39.88173604330866],[-7.183023222715418,39.881620165141264],[-7.182987541028948,39.88155321678611],[-7.182715489347285,39.88109399750034],[-7.182555004859123,39.880781792204964],[-7.182550565232218,39.8807773838364],[-7.182465801300848,39.88059904016387],[-7.182412279222801,39.88048308126222],[-7.182345438346557,39.88034039222044],[-7.182309757020438,39.88032254281429],[-7.182282954930811,39.88030913878036],[-7.182278515321904,39.88030917986974],[-7.1814982175115665,39.88029136263048],[-7.180677726597522,39.88028688214934],[-7.180098045126961,39.88028237920095],[-7.179121452256348,39.88027351219469],[-7.179081333247178,39.88028239970446],[-7.179018935081809,39.88030468950365],[-7.179001095300797,39.88030915179684],[-7.179001095300797,39.880282376554646],[-7.178992134306598,39.88025116069519],[-7.177966560538047,39.88024672441207],[-7.17734678451982,39.880237822397696],[-7.177195191416375,39.88025119633664],[-7.176802727999317,39.880242258087755],[-7.17544720957343,39.88023778837274],[-7.174885329773941,39.88023332694166],[-7.17451967884982,39.880224437373315],[-7.173627837643652,39.88020660474334],[-7.17362339860749,39.88023779244283],[-7.17362339860749,39.8802422420107],[-7.17362339860749,39.88026901747366],[-7.173681352713827,39.88035371712957],[-7.1737661055467505,39.88048304792654],[-7.174136191432054,39.88095129367023],[-7.174207545409334,39.88104047027201],[-7.174417168707971,39.88129016364014],[-7.1744483245404425,39.88133030892024],[-7.1747471417690445,39.881646916281895],[-7.175389253941128,39.882306874331825],[-7.1757726663168135,39.882685832123116],[-7.175870821552666,39.88279285922702],[-7.176338992765428,39.88279289341715],[-7.176611018593497,39.88280179967734],[-7.1774404205612665,39.882801773331025],[-7.1784303070233655,39.882810685794475],[-7.17897881613394,39.88281517550063],[-7.179099173049522,39.88282410848558],[-7.179250770455354,39.88281963047682],[-7.179540648010443,39.882819617374594],[-7.180517164769735,39.882824110329786],[-7.1814045758069165,39.882837475744],[-7.18197530717168,39.8828419001931],[-7.182505922333586,39.88284638945364],[-7.1832595115972016,39.88285531462092]]]}"
00000000000000000000_20170803T112121_20170803T112850_T29TPE,0.784593689405958,0.23363917961526648,0.1971137893167786,0.10382165605095547,2100,0.10496260310086268,2017-08-03,,"{""type"":""Polygon"",""coordinates"":[[[-7.1832595115972016,39.88285531462092],[-7.1832550719236945,39.88283748044243],[-7.1832372310164585,39.88264570471019],[-7.183205988886176,39.8823960592456],[-7.1832015492162125,39.882347001400916],[-7.183192669877163,39.88223998686825],[-7.183170307102541,39.88212405089778],[-7.183125746007677,39.88187874183716],[-7.18307674528069,39.88173604330866],[-7.183023222715418,39.881620165141264],[-7.182987541028948,39.88155321678611],[-7.182715489347285,39.88109399750034],[-7.182555004859123,39.880781792204964],[-7.182550565232218,39.8807773838364],[-7.182465801300848,39.88059904016387],[-7.182412279222801,39.88048308126222],[-7.182345438346557,39.88034039222044],[-7.182309757020438,39.88032254281429],[-7.182282954930811,39.88030913878036],[-7.182278515321904,39.88030917986974],[-7.1814982175115665,39.88029136263048],[-7.180677726597522,39.88028688214934],[-7.180098045126961,39.88028237920095],[-7.179121452256348,39.88027351219469],[-7.179081333247178,39.88028239970446],[-7.179018935081809,39.88030468950365],[-7.179001095300797,39.88030915179684],[-7.179001095300797,39.880282376554646],[-7.178992134306598,39.88025116069519],[-7.177966560538047,39.88024672441207],[-7.17734678451982,39.880237822397696],[-7.177195191416375,39.88025119633664],[-7.176802727999317,39.880242258087755],[-7.17544720957343,39.88023778837274],[-7.174885329773941,39.88023332694166],[-7.17451967884982,39.880224437373315],[-7.173627837643652,39.88020660474334],[-7.17362339860749,39.88023779244283],[-7.17362339860749,39.8802422420107],[-7.17362339860749,39.88026901747366],[-7.173681352713827,39.88035371712957],[-7.1737661055467505,39.88048304792654],[-7.174136191432054,39.88095129367023],[-7.174207545409334,39.88104047027201],[-7.174417168707971,39.88129016364014],[-7.1744483245404425,39.88133030892024],[-7.1747471417690445,39.881646916281895],[-7.175389253941128,39.882306874331825],[-7.1757726663168135,39.882685832123116],[-7.175870821552666,39.88279285922702],[-7.176338992765428,39.88279289341715],[-7.176611018593497,39.88280179967734],[-7.1774404205612665,39.882801773331025],[-7.1784303070233655,39.882810685794475],[-7.17897881613394,39.88281517550063],[-7.179099173049522,39.88282410848558],[-7.179250770455354,39.88281963047682],[-7.179540648010443,39.882819617374594],[-7.180517164769735,39.882824110329786],[-7.1814045758069165,39.882837475744],[-7.18197530717168,39.8828419001931],[-7.182505922333586,39.88284638945364],[-7.1832595115972016,39.88285531462092]]]}"
00000000000000000000_20170813T112121_20170813T112433_T29TPE,0.6731001206272619,0.26622653698451015,0.23618507686630874,0.1612298462692163,2100,0.08015673073795218,2017-08-13,,"{""type"":""Polygon"",""coordinates"":[[[-7.1832595115972016,39.88285531462092],[-7.1832550719236945,39.88283748044243],[-7.1832372310164585,39.88264570471019],[-7.183205988886176,39.8823960592456],[-7.1832015492162125,39.882347001400916],[-7.183192669877163,39.88223998686825],[-7.183170307102541,39.88212405089778],[-7.183125746007677,39.88187874183716],[-7.18307674528069,39.88173604330866],[-7.183023222715418,39.881620165141264],[-7.182987541028948,39.88155321678611],[-7.182715489347285,39.88109399750034],[-7.182555004859123,39.880781792204964],[-7.182550565232218,39.8807773838364],[-7.182465801300848,39.88059904016387],[-7.182412279222801,39.88048308126222],[-7.182345438346557,39.88034039222044],[-7.182309757020438,39.88032254281429],[-7.182282954930811,39.88030913878036],[-7.182278515321904,39.88030917986974],[-7.1814982175115665,39.88029136263048],[-7.180677726597522,39.88028688214934],[-7.180098045126961,39.88028237920095],[-7.179121452256348,39.88027351219469],[-7.179081333247178,39.88028239970446],[-7.179018935081809,39.88030468950365],[-7.179001095300797,39.88030915179684],[-7.179001095300797,39.880282376554646],[-7.178992134306598,39.88025116069519],[-7.177966560538047,39.88024672441207],[-7.17734678451982,39.880237822397696],[-7.177195191416375,39.88025119633664],[-7.176802727999317,39.880242258087755],[-7.17544720957343,39.88023778837274],[-7.174885329773941,39.88023332694166],[-7.17451967884982,39.880224437373315],[-7.173627837643652,39.88020660474334],[-7.17362339860749,39.88023779244283],[-7.17362339860749,39.8802422420107],[-7.17362339860749,39.88026901747366],[-7.173681352713827,39.88035371712957],[-7.1737661055467505,39.88048304792654],[-7.174136191432054,39.88095129367023],[-7.174207545409334,39.88104047027201],[-7.174417168707971,39.88129016364014],[-7.1744483245404425,39.88133030892024],[-7.1747471417690445,39.881646916281895],[-7.175389253941128,39.882306874331825],[-7.1757726663168135,39.882685832123116],[-7.175870821552666,39.88279285922702],[-7.176338992765428,39.88279289341715],[-7.176611018593497,39.88280179967734],[-7.1774404205612665,39.882801773331025],[-7.1784303070233655,39.882810685794475],[-7.17897881613394,39.88281517550063],[-7.179099173049522,39.88282410848558],[-7.179250770455354,39.88281963047682],[-7.179540648010443,39.882819617374594],[-7.180517164769735,39.882824110329786],[-7.1814045758069165,39.882837475744],[-7.18197530717168,39.8828419001931],[-7.182505922333586,39.88284638945364],[-7.1832595115972016,39.88285531462092]]]}"
00000000000000000000_20170902T112111_20170902T112431_T29TPE,0.5885199399299182,0.24220916622553468,0.219620735256346,0.12910070181165334,2100,0.07463767784403733,2017-09-02,,"{""type"":""Polygon"",""coordinates"":[[[-7.1832595115972016,39.88285531462092],[-7.1832550719236945,39.88283748044243],[-7.1832372310164585,39.88264570471019],[-7.183205988886176,39.8823960592456],[-7.1832015492162125,39.882347001400916],[-7.183192669877163,39.88223998686825],[-7.183170307102541,39.88212405089778],[-7.183125746007677,39.88187874183716],[-7.18307674528069,39.88173604330866],[-7.183023222715418,39.881620165141264],[-7.182987541028948,39.88155321678611],[-7.182715489347285,39.88109399750034],[-7.182555004859123,39.880781792204964],[-7.182550565232218,39.8807773838364],[-7.182465801300848,39.88059904016387],[-7.182412279222801,39.88048308126222],[-7.182345438346557,39.88034039222044],[-7.182309757020438,39.88032254281429],[-7.182282954930811,39.88030913878036],[-7.182278515321904,39.88030917986974],[-7.1814982175115665,39.88029136263048],[-7.180677726597522,39.88028688214934],[-7.180098045126961,39.88028237920095],[-7.179121452256348,39.88027351219469],[-7.179081333247178,39.88028239970446],[-7.179018935081809,39.88030468950365],[-7.179001095300797,39.88030915179684],[-7.179001095300797,39.880282376554646],[-7.178992134306598,39.88025116069519],[-7.177966560538047,39.88024672441207],[-7.17734678451982,39.880237822397696],[-7.177195191416375,39.88025119633664],[-7.176802727999317,39.880242258087755],[-7.17544720957343,39.88023778837274],[-7.174885329773941,39.88023332694166],[-7.17451967884982,39.880224437373315],[-7.173627837643652,39.88020660474334],[-7.17362339860749,39.88023779244283],[-7.17362339860749,39.8802422420107],[-7.17362339860749,39.88026901747366],[-7.173681352713827,39.88035371712957],[-7.1737661055467505,39.88048304792654],[-7.174136191432054,39.88095129367023],[-7.174207545409334,39.88104047027201],[-7.174417168707971,39.88129016364014],[-7.1744483245404425,39.88133030892024],[-7.1747471417690445,39.881646916281895],[-7.175389253941128,39.882306874331825],[-7.1757726663168135,39.882685832123116],[-7.175870821552666,39.88279285922702],[-7.176338992765428,39.88279289341715],[-7.176611018593497,39.88280179967734],[-7.1774404205612665,39.882801773331025],[-7.1784303070233655,39.882810685794475],[-7.17897881613394,39.88281517550063],[-7.179099173049522,39.88282410848558],[-7.179250770455354,39.88281963047682],[-7.179540648010443,39.882819617374594],[-7.180517164769735,39.882824110329786],[-7.1814045758069165,39.882837475744],[-7.18197530717168,39.8828419001931],[-7.182505922333586,39.88284638945364],[-7.1832595115972016,39.88285531462092]]]}"
00000000000000000000_20171002T112111_20171002T113001_T29TPE,0.24093527617756694,0.1364794258442058,0.13138284480511167,0.08605577689243031,2100,0.02562939018337105,2017-10-02,,"{""type"":""Polygon"",""coordinates"":[[[-7.1832595115972016,39.88285531462092],[-7.1832550719236945,39.88283748044243],[-7.1832372310164585,39.88264570471019],[-7.183205988886176,39.8823960592456],[-7.1832015492162125,39.882347001400916],[-7.183192669877163,39.88223998686825],[-7.183170307102541,39.88212405089778],[-7.183125746007677,39.88187874183716],[-7.18307674528069,39.88173604330866],[-7.183023222715418,39.881620165141264],[-7.182987541028948,39.88155321678611],[-7.182715489347285,39.88109399750034],[-7.182555004859123,39.880781792204964],[-7.182550565232218,39.8807773838364],[-7.182465801300848,39.88059904016387],[-7.182412279222801,39.88048308126222],[-7.182345438346557,39.88034039222044],[-7.182309757020438,39.88032254281429],[-7.182282954930811,39.88030913878036],[-7.182278515321904,39.88030917986974],[-7.1814982175115665,39.88029136263048],[-7.180677726597522,39.88028688214934],[-7.180098045126961,39.88028237920095],[-7.179121452256348,39.88027351219469],[-7.179081333247178,39.88028239970446],[-7.179018935081809,39.88030468950365],[-7.179001095300797,39.88030915179684],[-7.179001095300797,39.880282376554646],[-7.178992134306598,39.88025116069519],[-7.177966560538047,39.88024672441207],[-7.17734678451982,39.880237822397696],[-7.177195191416375,39.88025119633664],[-7.176802727999317,39.880242258087755],[-7.17544720957343,39.88023778837274],[-7.174885329773941,39.88023332694166],[-7.17451967884982,39.880224437373315],[-7.173627837643652,39.88020660474334],[-7.17362339860749,39.88023779244283],[-7.17362339860749,39.8802422420107],[-7.17362339860749,39.88026901747366],[-7.173681352713827,39.88035371712957],[-7.1737661055467505,39.88048304792654],[-7.174136191432054,39.88095129367023],[-7.174207545409334,39.88104047027201],[-7.174417168707971,39.88129016364014],[-7.1744483245404425,39.88133030892024],[-7.1747471417690445,39.881646916281895],[-7.175389253941128,39.882306874331825],[-7.1757726663168135,39.882685832123116],[-7.175870821552666,39.88279285922702],[-7.176338992765428,39.88279289341715],[-7.176611018593497,39.88280179967734],[-7.1774404205612665,39.882801773331025],[-7.1784303070233655,39.882810685794475],[-7.17897881613394,39.88281517550063],[-7.179099173049522,39.88282410848558],[-7.179250770455354,39.88281963047682],[-7.179540648010443,39.882819617374594],[-7.180517164769735,39.882824110329786],[-7.1814045758069165,39.882837475744],[-7.18197530717168,39.8828419001931],[-7.182505922333586,39.88284638945364],[-7.1832595115972016,39.88285531462092]]]}"
00000000000000000000_20171012T112111_20171012T112713_T29TPE,0.24317378734339865,0.1526720359145342,0.14796118213568904,0.10454274945447325,2100,0.023868234606879223,2017-10-12,,"{""type"":""Polygon"",""coordinates"":[[[-7.1832595115972016,39.88285531462092],[-7.1832550719236945,39.88283748044243],[-7.1832372310164585,39.88264570471019],[-7.183205988886176,39.8823960592456],[-7.1832015492162125,39.882347001400916],[-7.183192669877163,39.88223998686825],[-7.183170307102541,39.88212405089778],[-7.183125746007677,39.88187874183716],[-7.18307674528069,39.88173604330866],[-7.183023222715418,39.881620165141264],[-7.182987541028948,39.88155321678611],[-7.182715489347285,39.88109399750034],[-7.182555004859123,39.880781792204964],[-7.182550565232218,39.8807773838364],[-7.182465801300848,39.88059904016387],[-7.182412279222801,39.88048308126222],[-7.182345438346557,39.88034039222044],[-7.182309757020438,39.88032254281429],[-7.182282954930811,39.88030913878036],[-7.182278515321904,39.88030917986974],[-7.1814982175115665,39.88029136263048],[-7.180677726597522,39.88028688214934],[-7.180098045126961,39.88028237920095],[-7.179121452256348,39.88027351219469],[-7.179081333247178,39.88028239970446],[-7.179018935081809,39.88030468950365],[-7.179001095300797,39.88030915179684],[-7.179001095300797,39.880282376554646],[-7.178992134306598,39.88025116069519],[-7.177966560538047,39.88024672441207],[-7.17734678451982,39.880237822397696],[-7.177195191416375,39.88025119633664],[-7.176802727999317,39.880242258087755],[-7.17544720957343,39.88023778837274],[-7.174885329773941,39.88023332694166],[-7.17451967884982,39.880224437373315],[-7.173627837643652,39.88020660474334],[-7.17362339860749,39.88023779244283],[-7.17362339860749,39.8802422420107],[-7.17362339860749,39.88026901747366],[-7.173681352713827,39.88035371712957],[-7.1737661055467505,39.88048304792654],[-7.174136191432054,39.88095129367023],[-7.174207545409334,39.88104047027201],[-7.174417168707971,39.88129016364014],[-7.1744483245404425,39.88133030892024],[-7.1747471417690445,39.881646916281895],[-7.175389253941128,39.882306874331825],[-7.1757726663168135,39.882685832123116],[-7.175870821552666,39.88279285922702],[-7.176338992765428,39.88279289341715],[-7.176611018593497,39.88280179967734],[-7.1774404205612665,39.882801773331025],[-7.1784303070233655,39.882810685794475],[-7.17897881613394,39.88281517550063],[-7.179099173049522,39.88282410848558],[-7.179250770455354,39.88281963047682],[-7.179540648010443,39.882819617374594],[-7.180517164769735,39.882824110329786],[-7.1814045758069165,39.882837475744],[-7.18197530717168,39.8828419001931],[-7.182505922333586,39.88284638945364],[-7.1832595115972016,39.88285531462092]]]}"
00000000000000000000_20171022T112121_20171022T112802_T29TPE,0.2791461412151067,0.17883384675176073,0.17621563896081083,0.11389564241630824,2100,0.028637235234802282,2017-10-22,,"{""type"":""Polygon"",""coordinates"":[[[-7.1832595115972016,39.88285531462092],[-7.1832550719236945,39.88283748044243],[-7.1832372310164585,39.88264570471019],[-7.183205988886176,39.8823960592456],[-7.1832015492162125,39.882347001400916],[-7.183192669877163,39.88223998686825],[-7.183170307102541,39.88212405089778],[-7.183125746007677,39.88187874183716],[-7.18307674528069,39.88173604330866],[-7.183023222715418,39.881620165141264],[-7.182987541028948,39.88155321678611],[-7.182715489347285,39.88109399750034],[-7.182555004859123,39.880781792204964],[-7.182550565232218,39.8807773838364],[-7.182465801300848,39.88059904016387],[-7.182412279222801,39.88048308126222],[-7.182345438346557,39.88034039222044],[-7.182309757020438,39.88032254281429],[-7.182282954930811,39.88030913878036],[-7.182278515321904,39.88030917986974],[-7.1814982175115665,39.88029136263048],[-7.180677726597522,39.88028688214934],[-7.180098045126961,39.88028237920095],[-7.179121452256348,39.88027351219469],[-7.179081333247178,39.88028239970446],[-7.179018935081809,39.88030468950365],[-7.179001095300797,39.88030915179684],[-7.179001095300797,39.880282376554646],[-7.178992134306598,39.88025116069519],[-7.177966560538047,39.88024672441207],[-7.17734678451982,39.880237822397696],[-7.177195191416375,39.88025119633664],[-7.176802727999317,39.880242258087755],[-7.17544720957343,39.88023778837274],[-7.174885329773941,39.88023332694166],[-7.17451967884982,39.880224437373315],[-7.173627837643652,39.88020660474334],[-7.17362339860749,39.88023779244283],[-7.17362339860749,39.8802422420107],[-7.17362339860749,39.88026901747366],[-7.173681352713827,39.88035371712957],[-7.1737661055467505,39.88048304792654],[-7.174136191432054,39.88095129367023],[-7.174207545409334,39.88104047027201],[-7.174417168707971,39.88129016364014],[-7.1744483245404425,39.88133030892024],[-7.1747471417690445,39.881646916281895],[-7.175389253941128,39.882306874331825],[-7.1757726663168135,39.882685832123116],[-7.175870821552666,39.88279285922702],[-7.176338992765428,39.88279289341715],[-7.176611018593497,39.88280179967734],[-7.1774404205612665,39.882801773331025],[-7.1784303070233655,39.882810685794475],[-7.17897881613394,39.88281517550063],[-7.179099173049522,39.88282410848558],[-7.179250770455354,39.88281963047682],[-7.179540648010443,39.882819617374594],[-7.180517164769735,39.882824110329786],[-7.1814045758069165,39.882837475744],[-7.18197530717168,39.8828419001931],[-7.182505922333586,39.88284638945364],[-7.1832595115972016,39.88285531462092]]]}"
