system:index,NDVI_mean,NDVI_stdDev,date,feature_id,.geo
00000000000000000000_20170525T112121_20170525T112434_T29SNC,0.16457398609241405,0.03458055105715819,2017-05-25,5275627,"{""type"":""Polygon"",""coordinates"":[[[-8.24706276597657,37.98691239151916],[-8.246692743483328,37.98638179686155],[-8.246746247635997,37.98635500016585],[-8.246657018423301,37.98620789385852],[-8.24672838509085,37.986176711076475],[-8.246616869486324,37.9860205766396],[-8.246692743483328,37.985962670782975],[-8.246634732004438,37.98591803035796],[-8.246741740264383,37.985779840553384],[-8.24687103516331,37.985762001683035],[-8.246978043766402,37.98571739706723],[-8.246813107013987,37.98546324501498],[-8.24627355940704,37.98569958601094],[-8.246269052064337,37.98570399625918],[-8.246206700518599,37.98572627815601],[-8.24482437946622,37.98633720602779],[-8.244851089125513,37.98638180008393],[-8.24481987221217,37.98639964533402],[-8.244864443958791,37.98655125652636],[-8.244802010134016,37.98655123063459],[-8.244868951215567,37.986658249112274],[-8.244802010134016,37.98668502626609],[-8.244868951215567,37.986796458880995],[-8.24479758634897,37.98681881153978],[-8.244909099200141,37.986983775143905],[-8.244851089125513,37.98700157733212],[-8.24496702585261,37.987171045073325],[-8.244886729842213,37.987193383405966],[-8.245007173890624,37.987385086936385],[-8.244984887970771,37.98740294632016],[-8.245007173890624,37.98753669866432],[-8.245109755983167,37.98755452907151],[-8.24527919620471,37.98757239497394],[-8.245564574483272,37.987567904515636],[-8.24582316037695,37.987550047421486],[-8.24605954440231,37.98746087437839],[-8.24634492570321,37.987344980641936],[-8.246349349581152,37.98734049609247],[-8.246349349581152,37.98732709262511],[-8.24652321654164,37.987269120615856],[-8.24663030810936,37.98731817497869],[-8.246893321653637,37.98727359861343],[-8.24706276597657,37.98691239151916]]]}"
00000000000000000000_20170604T112121_20170604T112755_T29SNC,0.17527057406392843,0.04181429978442729,2017-06-04,5275627,"{""type"":""Polygon"",""coordinates"":[[[-8.24706276597657,37.98691239151916],[-8.246692743483328,37.98638179686155],[-8.246746247635997,37.98635500016585],[-8.246657018423301,37.98620789385852],[-8.24672838509085,37.986176711076475],[-8.246616869486324,37.9860205766396],[-8.246692743483328,37.985962670782975],[-8.246634732004438,37.98591803035796],[-8.246741740264383,37.985779840553384],[-8.24687103516331,37.985762001683035],[-8.246978043766402,37.98571739706723],[-8.246813107013987,37.98546324501498],[-8.24627355940704,37.98569958601094],[-8.246269052064337,37.98570399625918],[-8.246206700518599,37.98572627815601],[-8.24482437946622,37.98633720602779],[-8.244851089125513,37.98638180008393],[-8.24481987221217,37.98639964533402],[-8.244864443958791,37.98655125652636],[-8.244802010134016,37.98655123063459],[-8.244868951215567,37.986658249112274],[-8.244802010134016,37.98668502626609],[-8.244868951215567,37.986796458880995],[-8.24479758634897,37.98681881153978],[-8.244909099200141,37.986983775143905],[-8.244851089125513,37.98700157733212],[-8.24496702585261,37.987171045073325],[-8.244886729842213,37.987193383405966],[-8.245007173890624,37.987385086936385],[-8.244984887970771,37.98740294632016],[-8.245007173890624,37.98753669866432],[-8.245109755983167,37.98755452907151],[-8.24527919620471,37.98757239497394],[-8.245564574483272,37.987567904515636],[-8.24582316037695,37.987550047421486],[-8.24605954440231,37.98746087437839],[-8.24634492570321,37.987344980641936],[-8.246349349581152,37.98734049609247],[-8.246349349581152,37.98732709262511],[-8.24652321654164,37.987269120615856],[-8.24663030810936,37.98731817497869],[-8.246893321653637,37.98727359861343],[-8.24706276597657,37.98691239151916]]]}"
00000000000000000000_20170704T112111_20170704T112431_T29SNC,0.15386409823338754,0.037695116810821896,2017-07-04,5275627,"{""type"":""Polygon"",""coordinates"":[[[-8.24706276597657,37.98691239151916],[-8.246692743483328,37.98638179686155],[-8.246746247635997,37.98635500016585],[-8.246657018423301,37.98620789385852],[-8.24672838509085,37.986176711076475],[-8.246616869486324,37.9860205766396],[-8.246692743483328,37.985962670782975],[-8.246634732004438,37.98591803035796],[-8.246741740264383,37.985779840553384],[-8.24687103516331,37.985762001683035],[-8.246978043766402,37.98571739706723],[-8.246813107013987,37.98546324501498],[-8.24627355940704,37.98569958601094],[-8.246269052064337,37.98570399625918],[-8.246206700518599,37.98572627815601],[-8.24482437946622,37.98633720602779],[-8.244851089125513,37.98638180008393],[-8.24481987221217,37.98639964533402],[-8.244864443958791,37.98655125652636],[-8.244802010134016,37.98655123063459],[-8.244868951215567,37.986658249112274],[-8.244802010134016,37.98668502626609],[-8.244868951215567,37.986796458880995],[-8.24479758634897,37.98681881153978],[-8.244909099200141,37.986983775143905],[-8.244851089125513,37.98700157733212],[-8.24496702585261,37.987171045073325],[-8.244886729842213,37.987193383405966],[-8.245007173890624,37.987385086936385],[-8.244984887970771,37.98740294632016],[-8.245007173890624,37.98753669866432],[-8.245109755983167,37.98755452907151],[-8.24527919620471,37.98757239497394],[-8.245564574483272,37.987567904515636],[-8.24582316037695,37.987550047421486],[-8.24605954440231,37.98746087437839],[-8.24634492570321,37.987344980641936],[-8.246349349581152,37.98734049609247],[-8.246349349581152,37.98732709262511],[-8.24652321654164,37.987269120615856],[-8.24663030810936,37.98731817497869],[-8.246893321653637,37.98727359861343],[-8.24706276597657,37.98691239151916]]]}"
00000000000000000000_20170714T112111_20170714T113033_T29SNC,0.17763134785436335,0.03601774876626605,2017-07-14,5275627,"{""type"":""Polygon"",""coordinates"":[[[-8.24706276597657,37.98691239151916],[-8.246692743483328,37.98638179686155],[-8.246746247635997,37.98635500016585],[-8.246657018423301,37.98620789385852],[-8.24672838509085,37.986176711076475],[-8.246616869486324,37.9860205766396],[-8.246692743483328,37.985962670782975],[-8.246634732004438,37.98591803035796],[-8.246741740264383,37.985779840553384],[-8.24687103516331,37.985762001683035],[-8.246978043766402,37.98571739706723],[-8.246813107013987,37.98546324501498],[-8.24627355940704,37.98569958601094],[-8.246269052064337,37.98570399625918],[-8.246206700518599,37.98572627815601],[-8.24482437946622,37.98633720602779],[-8.244851089125513,37.98638180008393],[-8.24481987221217,37.98639964533402],[-8.244864443958791,37.98655125652636],[-8.244802010134016,37.98655123063459],[-8.244868951215567,37.986658249112274],[-8.244802010134016,37.98668502626609],[-8.244868951215567,37.986796458880995],[-8.24479758634897,37.98681881153978],[-8.244909099200141,37.986983775143905],[-8.244851089125513,37.98700157733212],[-8.24496702585261,37.987171045073325],[-8.244886729842213,37.987193383405966],[-8.245007173890624,37.987385086936385],[-8.244984887970771,37.98740294632016],[-8.245007173890624,37.98753669866432],[-8.245109755983167,37.98755452907151],[-8.24527919620471,37.98757239497394],[-8.245564574483272,37.987567904515636],[-8.24582316037695,37.987550047421486],[-8.24605954440231,37.98746087437839],[-8.24634492570321,37.987344980641936],[-8.246349349581152,37.98734049609247],[-8.246349349581152,37.98732709262511],[-8.24652321654164,37.987269120615856],[-8.24663030810936,37.98731817497869],[-8.246893321653637,37.98727359861343],[-8.24706276597657,37.98691239151916]]]}"
00000000000000000000_20170724T112121_20170724T112433_T29SNC,0.17793647417672065,0.04077158998156754,2017-07-24,5275627,"{""type"":""Polygon"",""coordinates"":[[[-8.24706276597657,37.98691239151916],[-8.246692743483328,37.98638179686155],[-8.246746247635997,37.98635500016585],[-8.246657018423301,37.98620789385852],[-8.24672838509085,37.986176711076475],[-8.246616869486324,37.9860205766396],[-8.246692743483328,37.985962670782975],[-8.246634732004438,37.98591803035796],[-8.246741740264383,37.985779840553384],[-8.24687103516331,37.985762001683035],[-8.246978043766402,37.98571739706723],[-8.246813107013987,37.98546324501498],[-8.24627355940704,37.98569958601094],[-8.246269052064337,37.98570399625918],[-8.246206700518599,37.98572627815601],[-8.24482437946622,37.98633720602779],[-8.244851089125513,37.98638180008393],[-8.24481987221217,37.98639964533402],[-8.244864443958791,37.98655125652636],[-8.244802010134016,37.98655123063459],[-8.244868951215567,37.986658249112274],[-8.244802010134016,37.98668502626609],[-8.244868951215567,37.986796458880995],[-8.24479758634897,37.98681881153978],[-8.244909099200141,37.986983775143905],[-8.244851089125513,37.98700157733212],[-8.24496702585261,37.987171045073325],[-8.244886729842213,37.987193383405966],[-8.245007173890624,37.987385086936385],[-8.244984887970771,37.98740294632016],[-8.245007173890624,37.98753669866432],[-8.245109755983167,37.98755452907151],[-8.24527919620471,37.98757239497394],[-8.245564574483272,37.987567904515636],[-8.24582316037695,37.987550047421486],[-8.24605954440231,37.98746087437839],[-8.24634492570321,37.987344980641936],[-8.246349349581152,37.98734049609247],[-8.246349349581152,37.98732709262511],[-8.24652321654164,37.987269120615856],[-8.24663030810936,37.98731817497869],[-8.246893321653637,37.98727359861343],[-8.24706276597657,37.98691239151916]]]}"
00000000000000000000_20170803T112121_20170803T112850_T29SNC,0.17486330205365933,0.04122414489831367,2017-08-03,5275627,"{""type"":""Polygon"",""coordinates"":[[[-8.24706276597657,37.98691239151916],[-8.246692743483328,37.98638179686155],[-8.246746247635997,37.98635500016585],[-8.246657018423301,37.98620789385852],[-8.24672838509085,37.986176711076475],[-8.246616869486324,37.9860205766396],[-8.246692743483328,37.985962670782975],[-8.246634732004438,37.98591803035796],[-8.246741740264383,37.985779840553384],[-8.24687103516331,37.985762001683035],[-8.246978043766402,37.98571739706723],[-8.246813107013987,37.98546324501498],[-8.24627355940704,37.98569958601094],[-8.246269052064337,37.98570399625918],[-8.246206700518599,37.98572627815601],[-8.24482437946622,37.98633720602779],[-8.244851089125513,37.98638180008393],[-8.24481987221217,37.98639964533402],[-8.244864443958791,37.98655125652636],[-8.244802010134016,37.98655123063459],[-8.244868951215567,37.986658249112274],[-8.244802010134016,37.98668502626609],[-8.244868951215567,37.986796458880995],[-8.24479758634897,37.98681881153978],[-8.244909099200141,37.986983775143905],[-8.244851089125513,37.98700157733212],[-8.24496702585261,37.987171045073325],[-8.244886729842213,37.987193383405966],[-8.245007173890624,37.987385086936385],[-8.244984887970771,37.98740294632016],[-8.245007173890624,37.98753669866432],[-8.245109755983167,37.98755452907151],[-8.24527919620471,37.98757239497394],[-8.245564574483272,37.987567904515636],[-8.24582316037695,37.987550047421486],[-8.24605954440231,37.98746087437839],[-8.24634492570321,37.987344980641936],[-8.246349349581152,37.98734049609247],[-8.246349349581152,37.98732709262511],[-8.24652321654164,37.987269120615856],[-8.24663030810936,37.98731817497869],[-8.246893321653637,37.98727359861343],[-8.24706276597657,37.98691239151916]]]}"
00000000000000000000_20170813T112121_20170813T112433_T29SNC,0.2078508855676075,0.03578970382301569,2017-08-13,5275627,"{""type"":""Polygon"",""coordinates"":[[[-8.24706276597657,37.98691239151916],[-8.246692743483328,37.98638179686155],[-8.246746247635997,37.98635500016585],[-8.246657018423301,37.98620789385852],[-8.24672838509085,37.986176711076475],[-8.246616869486324,37.9860205766396],[-8.246692743483328,37.985962670782975],[-8.246634732004438,37.98591803035796],[-8.246741740264383,37.985779840553384],[-8.24687103516331,37.985762001683035],[-8.246978043766402,37.98571739706723],[-8.246813107013987,37.98546324501498],[-8.24627355940704,37.98569958601094],[-8.246269052064337,37.98570399625918],[-8.246206700518599,37.98572627815601],[-8.24482437946622,37.98633720602779],[-8.244851089125513,37.98638180008393],[-8.24481987221217,37.98639964533402],[-8.244864443958791,37.98655125652636],[-8.244802010134016,37.98655123063459],[-8.244868951215567,37.986658249112274],[-8.244802010134016,37.98668502626609],[-8.244868951215567,37.986796458880995],[-8.24479758634897,37.98681881153978],[-8.244909099200141,37.986983775143905],[-8.244851089125513,37.98700157733212],[-8.24496702585261,37.987171045073325],[-8.244886729842213,37.987193383405966],[-8.245007173890624,37.987385086936385],[-8.244984887970771,37.98740294632016],[-8.245007173890624,37.98753669866432],[-8.245109755983167,37.98755452907151],[-8.24527919620471,37.98757239497394],[-8.245564574483272,37.987567904515636],[-8.24582316037695,37.987550047421486],[-8.24605954440231,37.98746087437839],[-8.24634492570321,37.987344980641936],[-8.246349349581152,37.98734049609247],[-8.246349349581152,37.98732709262511],[-8.24652321654164,37.987269120615856],[-8.24663030810936,37.98731817497869],[-8.246893321653637,37.98727359861343],[-8.24706276597657,37.98691239151916]]]}"
00000000000000000000_20170902T112111_20170902T112431_T29SNC,0.2099412337093617,0.04688487054580301,2017-09-02,5275627,"{""type"":""Polygon"",""coordinates"":[[[-8.24706276597657,37.98691239151916],[-8.246692743483328,37.98638179686155],[-8.246746247635997,37.98635500016585],[-8.246657018423301,37.98620789385852],[-8.24672838509085,37.986176711076475],[-8.246616869486324,37.9860205766396],[-8.246692743483328,37.985962670782975],[-8.246634732004438,37.98591803035796],[-8.246741740264383,37.985779840553384],[-8.24687103516331,37.985762001683035],[-8.246978043766402,37.98571739706723],[-8.246813107013987,37.98546324501498],[-8.24627355940704,37.98569958601094],[-8.246269052064337,37.98570399625918],[-8.246206700518599,37.98572627815601],[-8.24482437946622,37.98633720602779],[-8.244851089125513,37.98638180008393],[-8.24481987221217,37.98639964533402],[-8.244864443958791,37.98655125652636],[-8.244802010134016,37.98655123063459],[-8.244868951215567,37.986658249112274],[-8.244802010134016,37.98668502626609],[-8.244868951215567,37.986796458880995],[-8.24479758634897,37.98681881153978],[-8.244909099200141,37.986983775143905],[-8.244851089125513,37.98700157733212],[-8.24496702585261,37.987171045073325],[-8.244886729842213,37.987193383405966],[-8.245007173890624,37.987385086936385],[-8.244984887970771,37.98740294632016],[-8.245007173890624,37.98753669866432],[-8.245109755983167,37.98755452907151],[-8.24527919620471,37.98757239497394],[-8.245564574483272,37.987567904515636],[-8.24582316037695,37.987550047421486],[-8.24605954440231,37.98746087437839],[-8.24634492570321,37.987344980641936],[-8.246349349581152,37.98734049609247],[-8.246349349581152,37.98732709262511],[-8.24652321654164,37.987269120615856],[-8.24663030810936,37.98731817497869],[-8.246893321653637,37.98727359861343],[-8.24706276597657,37.98691239151916]]]}"
00000000000000000000_20170912T112111_20170912T112111_T29SNC,0.2126445514680097,0.04361446233142692,2017-09-12,5275627,"{""type"":""Polygon"",""coordinates"":[[[-8.24706276597657,37.98691239151916],[-8.246692743483328,37.98638179686155],[-8.246746247635997,37.98635500016585],[-8.246657018423301,37.98620789385852],[-8.24672838509085,37.986176711076475],[-8.246616869486324,37.9860205766396],[-8.246692743483328,37.985962670782975],[-8.246634732004438,37.98591803035796],[-8.246741740264383,37.985779840553384],[-8.24687103516331,37.985762001683035],[-8.246978043766402,37.98571739706723],[-8.246813107013987,37.98546324501498],[-8.24627355940704,37.98569958601094],[-8.246269052064337,37.98570399625918],[-8.246206700518599,37.98572627815601],[-8.24482437946622,37.98633720602779],[-8.244851089125513,37.98638180008393],[-8.24481987221217,37.98639964533402],[-8.244864443958791,37.98655125652636],[-8.244802010134016,37.98655123063459],[-8.244868951215567,37.986658249112274],[-8.244802010134016,37.98668502626609],[-8.244868951215567,37.986796458880995],[-8.24479758634897,37.98681881153978],[-8.244909099200141,37.986983775143905],[-8.244851089125513,37.98700157733212],[-8.24496702585261,37.987171045073325],[-8.244886729842213,37.987193383405966],[-8.245007173890624,37.987385086936385],[-8.244984887970771,37.98740294632016],[-8.245007173890624,37.98753669866432],[-8.245109755983167,37.98755452907151],[-8.24527919620471,37.98757239497394],[-8.245564574483272,37.987567904515636],[-8.24582316037695,37.987550047421486],[-8.24605954440231,37.98746087437839],[-8.24634492570321,37.987344980641936],[-8.246349349581152,37.98734049609247],[-8.246349349581152,37.98732709262511],[-8.24652321654164,37.987269120615856],[-8.24663030810936,37.98731817497869],[-8.246893321653637,37.98727359861343],[-8.24706276597657,37.98691239151916]]]}"
00000000000000000000_20170922T112111_20170922T112655_T29SNC,0.21686023856049383,0.04109849311238086,2017-09-22,5275627,"{""type"":""Polygon"",""coordinates"":[[[-8.24706276597657,37.98691239151916],[-8.246692743483328,37.98638179686155],[-8.246746247635997,37.98635500016585],[-8.246657018423301,37.98620789385852],[-8.24672838509085,37.986176711076475],[-8.246616869486324,37.9860205766396],[-8.246692743483328,37.985962670782975],[-8.246634732004438,37.98591803035796],[-8.246741740264383,37.985779840553384],[-8.24687103516331,37.985762001683035],[-8.246978043766402,37.98571739706723],[-8.246813107013987,37.98546324501498],[-8.24627355940704,37.98569958601094],[-8.246269052064337,37.98570399625918],[-8.246206700518599,37.98572627815601],[-8.24482437946622,37.98633720602779],[-8.244851089125513,37.98638180008393],[-8.24481987221217,37.98639964533402],[-8.244864443958791,37.98655125652636],[-8.244802010134016,37.98655123063459],[-8.244868951215567,37.986658249112274],[-8.244802010134016,37.98668502626609],[-8.244868951215567,37.986796458880995],[-8.24479758634897,37.98681881153978],[-8.244909099200141,37.986983775143905],[-8.244851089125513,37.98700157733212],[-8.24496702585261,37.987171045073325],[-8.244886729842213,37.987193383405966],[-8.245007173890624,37.987385086936385],[-8.244984887970771,37.98740294632016],[-8.245007173890624,37.98753669866432],[-8.245109755983167,37.98755452907151],[-8.24527919620471,37.98757239497394],[-8.245564574483272,37.987567904515636],[-8.24582316037695,37.987550047421486],[-8.24605954440231,37.98746087437839],[-8.24634492570321,37.987344980641936],[-8.246349349581152,37.98734049609247],[-8.246349349581152,37.98732709262511],[-8.24652321654164,37.987269120615856],[-8.24663030810936,37.98731817497869],[-8.246893321653637,37.98727359861343],[-8.24706276597657,37.98691239151916]]]}"
